"Sample_ID"	"Order"	"Family"	"Genus"	"Species"	"Taxon"	"Total"	"TotalDryMass"	"DryMass"	"Sum_Biomass"	"Stream"	"Site"	"Region"	"Treatment"	"Landscape"	"Leaf"	"Sum_Total"
"1335"	"TI1F229"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	2	5.65839075445519	2.82919537722759	23.1478005159423	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	141
"1336"	"TI1F229"	"Oligochaeta"	""	""	""	"Oligochaeta"	8	0.0875424711465878	0.0109428088933235	23.1478005159423	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	141
"1337"	"TI1F229"	"Turbellaria"	""	""	""	"Turbellaria"	5	0.43672063970421	0.087344127940842	23.1478005159423	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	141
"1338"	"TI1F229"	"Diptera"	"Empididae"	"Clinocerinae"	""	"Clinocerinae"	1	0.0314568040674528	0.0314568040674528	23.1478005159423	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	141
"1339"	"TI1F230"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	5	0.328362227545526	0.0656724455091052	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1340"	"TI1F230"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	1	NA	NA	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1341"	"TI1F230"	"Oligochaeta"	""	""	""	"Oligochaeta"	2	0.0995560179576434	0.0497780089788217	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1342"	"TI1F230"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	34	1.38823527071607	0.040830449138708	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1343"	"TI1F230"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	1	0.942432357372338	0.942432357372338	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1344"	"TI1F230"	"Ephemeroptera"	"Heptageniidae"	"Ecdyonurus"	"sp."	"Ecdyonurus sp."	3	1.5138259044774	0.504608634825799	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1345"	"TI1F230"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	5	3.45451389343671	0.690902778687343	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1346"	"TI1F230"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	1	0.544802209047626	0.544802209047626	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1347"	"TI1F230"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	2	0.359483709788359	0.179741854894179	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1348"	"TI1F230"	"Trichoptera"	"Limnephilidae"	"Chaetopt.u.Stenoph."	"Gruppe AURICOLLIS"	"Chaetopt.u.Stenoph. Gruppe AURICOLLIS"	2	16.5566218929442	8.27831094647208	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1349"	"TI1F230"	"Diptera"	"Athericidae"	"Ibisia"	"marginata"	"Ibisia marginata"	1	0.814285235179554	0.814285235179554	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1350"	"TI1F230"	"Trichoptera"	"Glossosomatidae"	"Catagapetus"	"nigrans"	"Catagapetus nigrans"	1	0.223848632026779	0.223848632026779	26.2259673504922	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	58
"1351"	"TI1F231"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	2	1.08960441809525	0.544802209047626	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1352"	"TI1F231"	"Plecoptera"	"Nemouridae"	"Protonemura"	"sp."	"Protonemura sp."	1	1.96458552965037	1.96458552965037	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1353"	"TI1F231"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	"sp."	"Hydropsyche sp."	1	0.0392049115636399	0.0392049115636399	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1354"	"TI1F231"	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	"sp."	"Rhyacophila sp."	3	2.77131102004426	0.923770340014753	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1355"	"TI1F231"	"Trichoptera"	"Limnephilidae"	"Chaetopt.u.Stenoph."	"Gruppe AURICOLLIS"	"Chaetopt.u.Stenoph. Gruppe AURICOLLIS"	3	19.9246560070056	6.6415520023352	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1356"	"TI1F231"	"Hydracarina"	""	""	""	"Hydracarina"	3	0.397966395240365	0.132655465080122	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1357"	"TI1F231"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	3	0.146824864512974	0.0489416215043248	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1358"	"TI1F231"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	1	0.0169370793247219	0.0169370793247219	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1359"	"TI1F231"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	2	1.9286392657608	0.964319632880399	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1360"	"TI1F231"	"Diptera"	"Chironomidae"	"Tanypodinae"	""	"Tanypodinae"	2	0.0436738355591794	0.0218369177795897	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1361"	"TI1F231"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	46	2.65461178080666	0.0577089517566666	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1362"	"TI1F231"	"Turbellaria"	""	""	""	"Turbellaria"	2	0.101356476515312	0.0506782382576558	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1363"	"TI1F231"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	3	NA	NA	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1364"	"TI1F231"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	8	0.874997015411029	0.109374626926379	31.9543685994902	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	80
"1365"	"TI1F232"	"Ephemeroptera"	"Heptageniidae"	"Epeorus"	"sp."	"Epeorus sp."	1	0.0436353912848902	0.0436353912848902	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1366"	"TI1F232"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	4	0.125752548893584	0.0314381372233961	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1367"	"TI1F232"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	4	3.28279239034271	0.820698097585677	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1368"	"TI1F232"	"Ephemeroptera"	"Heptageniidae"	"Ecdyonurus"	"sp."	"Ecdyonurus sp."	1	2.07993097261758	2.07993097261758	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1369"	"TI1F232"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	24	0.979930779328992	0.040830449138708	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1370"	"TI1F232"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	1	NA	NA	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1371"	"TI1F232"	"Oligochaeta"	""	""	""	"Oligochaeta"	2	0.0218856177866469	0.0109428088933235	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1372"	"TI1F232"	"Diptera"	"Empididae"	"Hemerodromiinae"	""	"Hemerodromiinae"	1	0.0047453029633081	0.0047453029633081	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1373"	"TI1F232"	"Turbellaria"	""	""	""	"Turbellaria"	1	0.0939323308237948	0.0939323308237948	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1374"	"TI1F232"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	4	1.5711971188076	0.3927992797019	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1375"	"TI1F232"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	"sp."	"Hydropsyche sp."	1	0.0392049115636399	0.0392049115636399	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1376"	"TI1F232"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	1	0.0170034965920707	0.0170034965920707	8.26001086100482	"TI1"	"TI1F"	"TI"	"CoarseAlder"	"F"	"Alder"	45
"1377"	"TI1F233"	"Turbellaria"	""	""	""	"Turbellaria"	1	0.0393640113465361	0.0393640113465361	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1378"	"TI1F233"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	5	0.979517930592539	0.195903586118508	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1379"	"TI1F233"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	1	NA	NA	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1380"	"TI1F233"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	1	0.124738200988366	0.124738200988366	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1381"	"TI1F233"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	1	0.0314381372233961	0.0314381372233961	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1382"	"TI1F233"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	3	0.0840554782025737	0.0280184927341912	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1383"	"TI1F233"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	38	2.11533237424094	0.0556666414273933	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1384"	"TI1F233"	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	"sp."	"Rhyacophila sp."	1	0.0492835564623724	0.0492835564623724	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1385"	"TI1F233"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	2	0.0737274415560074	0.0368637207780037	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1386"	"TI1F233"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	"sp."	"Hydropsyche sp."	1	0.0392049115636399	0.0392049115636399	3.53666204217638	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	54
"1387"	"TI1F234"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	6	NA	NA	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1388"	"TI1F234"	"Oligochaeta"	""	""	""	"Oligochaeta"	2	0.027768864860292	0.013884432430146	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1389"	"TI1F234"	"Turbellaria"	""	""	""	"Turbellaria"	2	0.261484504873802	0.130742252436901	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1390"	"TI1F234"	"Diptera"	"Chironomidae"	"Tanypodinae"	""	"Tanypodinae"	1	0.0264666968228959	0.0264666968228959	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1391"	"TI1F234"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	4	0.128517554671697	0.0321293886679243	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1392"	"TI1F234"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	23	1.10211203397868	0.0479179145208123	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1393"	"TI1F234"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	8	1.85232474923374	0.231540593654217	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1394"	"TI1F234"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	2	0.109101470495168	0.0545507352475838	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1395"	"TI1F234"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	7	4.97707577029593	0.71101082432799	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1396"	"TI1F234"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	7	6.72786490358581	0.961123557655116	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1397"	"TI1F234"	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	"sp."	"Rhyacophila sp."	1	0.429565543086508	0.429565543086508	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1398"	"TI1F234"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	3	8.74440282370256	2.91480094123419	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1399"	"TI1F234"	"Trichoptera"	"Limnephilidae"	"Chaetopt.u.Stenoph."	"Gruppe AURICOLLIS"	"Chaetopt.u.Stenoph. Gruppe AURICOLLIS"	2	16.5566218929442	8.27831094647208	40.9433068085512	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	68
"1400"	"TI1F235"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	10	6.56621270726169	0.656621270726169	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1401"	"TI1F235"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	29	3.1214245324799	0.107635328706203	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1402"	"TI1F235"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	4	0.558124757148161	0.13953118928704	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1403"	"TI1F235"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	1	4.29921081588841	4.29921081588841	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1404"	"TI1F235"	"Plecoptera"	"Leuctridae"	"Leuctra"	"sp."	"Leuctra sp."	1	0.316389023539253	0.316389023539253	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1405"	"TI1F235"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	1	0.900769769469693	0.900769769469693	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1406"	"TI1F235"	"Turbellaria"	""	""	""	"Turbellaria"	2	0.348207951868095	0.174103975934047	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1407"	"TI1F235"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	3	1.09948686969322	0.366495623231073	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1408"	"TI1F235"	"Oligochaeta"	""	""	""	"Oligochaeta"	2	0.0409384843578181	0.0204692421789091	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1409"	"TI1F235"	"Diptera"	"Chironomidae"	"Tanypodinae"	""	"Tanypodinae"	2	0.0837308738227924	0.0418654369113962	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1410"	"TI1F235"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	97	3.64038385247201	0.0375297304378557	20.974879638001	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	152
"1411"	"TI1F236"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	7	1.34563962078996	0.192234231541423	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1412"	"TI1F236"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	6	0.80976846255871	0.134961410426452	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1413"	"TI1F236"	"Ephemeroptera"	"Heptageniidae"	"Ecdyonurus"	"sp."	"Ecdyonurus sp."	1	0.0680366875112639	0.0680366875112639	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1414"	"TI1F236"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	7	4.29951482477771	0.614216403539673	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1415"	"TI1F236"	"Plecoptera"	"Leuctridae"	"Leuctra"	"sp."	"Leuctra sp."	1	0.182735436996517	0.182735436996517	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1416"	"TI1F236"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	2	7.32442956612641	3.6622147830632	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1417"	"TI1F236"	"Oligochaeta"	""	""	""	"Oligochaeta"	1	0.00584999998676948	0.00584999998676948	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1418"	"TI1F236"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	1	0.0475290467790834	0.0475290467790834	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1419"	"TI1F236"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	32	0.787731040087158	0.0246165950027237	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1420"	"TI1F236"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	1	0.942432357372338	0.942432357372338	15.8136670429859	"TI1"	"TI1F"	"TI"	"CoarseAsh"	"F"	"Ash"	59
"1421"	"TI1F237"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	6	1.35263018333885	0.225438363889809	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1422"	"TI1F237"	"Ephemeroptera"	"Heptageniidae"	"Ecdyonurus"	"sp."	"Ecdyonurus sp."	1	1.07676620182713	1.07676620182713	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1423"	"TI1F237"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	1	0.640627475978709	0.640627475978709	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1424"	"TI1F237"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	5	NA	NA	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1425"	"TI1F237"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	6	5.1585696860801	0.859761614346683	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1426"	"TI1F237"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	1	0.720878826628323	0.720878826628323	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1427"	"TI1F237"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	14	1.58415673675483	0.113154052625345	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1428"	"TI1F237"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	1	0.024913365112898	0.024913365112898	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1429"	"TI1F237"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	47	1.47598849192934	0.0314040104665818	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1430"	"TI1F237"	"Turbellaria"	""	""	""	"Turbellaria"	6	0.257797472296825	0.0429662453828042	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1431"	"TI1F237"	"Diptera"	"Chironomidae"	"Tanypodinae"	""	"Tanypodinae"	1	0.0474538174874684	0.0474538174874684	12.3397822574345	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	89
"1432"	"TI1F238"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	3	2.47993880375073	0.826646267916911	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1433"	"TI1F238"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	8	0.436405881980671	0.0545507352475838	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1434"	"TI1F238"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	1	0.578322246363004	0.578322246363004	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1435"	"TI1F238"	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	"sp."	"Rhyacophila sp."	1	2.11845077489622	2.11845077489622	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1436"	"TI1F238"	"Turbellaria"	""	""	""	"Turbellaria"	1	0.00890000001997198	0.00890000001997198	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1437"	"TI1F238"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	3	0.153619486940583	0.0512064956468611	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1438"	"TI1F238"	"Hydracarina"	""	""	""	"Hydracarina"	1	0.132655465080122	0.132655465080122	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1439"	"TI1F238"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	58	1.73826786542974	0.0299701356108576	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1440"	"TI1F238"	"Diptera"	"Chironomidae"	"Tanypodinae"	""	"Tanypodinae"	1	0.0474538174874684	0.0474538174874684	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1441"	"TI1F238"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	1	0.0347170056876544	0.0347170056876544	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1442"	"TI1F238"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	4	0.31011046624185	0.0775276165604626	8.03884181387802	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	82
"1443"	"TI1F239"	"Trichoptera"	"Limnephilidae"	"Chaetopt.u.Stenoph."	"Gruppe AURICOLLIS"	"Chaetopt.u.Stenoph. Gruppe AURICOLLIS"	2	9.21269670650223	4.60634835325112	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
"1444"	"TI1F239"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	3	2.7861550521244	0.928718350708133	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
"1445"	"TI1F239"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	7	0.679916223002339	0.0971308890003342	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
"1446"	"TI1F239"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	1	0.611407202119545	0.611407202119545	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
"1447"	"TI1F239"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	47	3.11636795698018	0.0663057012123443	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
"1448"	"TI1F239"	"Ephemeroptera"	"Leptophlebiidae"	"Habroleptoides"	"sp."	"Habroleptoides sp."	2	1.52591425120888	0.762957125604439	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
"1449"	"TI1F239"	"Ephemeroptera"	"Baetidae"	"Baetis"	"sp."	"Baetis sp."	5	1.07927940778447	0.215855881556893	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
"1450"	"TI1F239"	"Ephemeroptera"	"Heptageniidae"	"Ecdyonurus"	"sp."	"Ecdyonurus sp."	1	1.36547636211735	1.36547636211735	20.3772131618394	"TI1"	"TI1F"	"TI"	"CoarseMix"	"F"	"Mix"	68
